# Hostname exactly matches dhcf.dc.gov,,
# Start date: 20250916,,
# End date: 20251216,,
,,
Page title and screen class,Page path and screen class,Views
PUBLIC NOTICE: Uninsured DC Residents Can Apply for Free Health Insurance | dhcf,/release/public-notice-uninsured-dc-residents-can-apply-free-health-insurance,15
Public Notice: Updated MCAC Meeting Schedule | dhcf,/release/public-notice-updated-mcac-meeting-schedule,7
"Public Notice: Wed., Oct. 25th DC Medical Care Advisory Committee Meeting | dhcf",/release/public-notice-wed-oct-25th-dc-medical-care-advisory-committee-meeting,1
Public Oversight Roundtable On The Impacts of Pharmaceutical Marketing on Healthcare Services in the District of Columbia: Focus on Use of Antipsychotics in Children | dhcf,/release/public-oversight-roundtable-impacts-pharmaceutical-marketing-healthcare-services-district,2
"Public Roundtable on “The Department of Health Care Finance” Testimony of Wayne Turnage Deputy Mayor for Health and Human Services and Director, Department of Health Care Finance | dhcf",/release/public-roundtable-department-health-care-finance-testimony-wayne-turnage-deputy-mayor,6
"Public Roundtable on “The District's Covid-19 Vaccination Process” Testimony of Wayne Turnage Deputy Mayor for Health and Human Services and Director, Department of Health Care Finance | dhcf",/release/public-roundtable-districts-covid-19-vaccination-process-testimony-wayne-turnage-deputy,4
"Public Roundtable on “The Public Health Element of the District’s COVID-19 Response” - Testimony of Wayne Turnage Deputy Mayor for Health and Human Services and Director, Department of Health Care Finance | dhcf",/release/public-roundtable-“-public-health-element-district’s-covid-19-response”-testimony-wayne,5
Publications | dhcf,/publications,171
Publications | dhcf,/publications/medicaid,1
Publications and Forms | dhcf,/am/page/publications-and-forms,36
Publications and Forms | dhcf,/es/page/publications-and-forms,39
Publications and Forms | dhcf,/fr/page/publications-and-forms,46
Publications and Forms | dhcf,/page/publications-and-forms,182
Publications and Forms | dhcf,/vi/page/publications-and-forms,42
Publications List | dhcf,/publications-list,15
QMB Application Packet May 2014 | dhcf,/node/912502,2
Qualified Medicare Beneficiary Program (QMB) | dhcf,/publication/qualified-medicare-beneficiary-program-qmb,7
Qualified Medicare Beneficiary Program | dhcf,/node/835662,5
Qualified Medicare Beneficiary Program | dhcf,/publication/qualified-medicare-beneficiary-program,8
Quality Metrics December 14th Meeting Summary | dhcf,/node/1157115,5
Quality Metrics December 14th Presentation | dhcf,/node/1130937,1
Quality Metrics December 14th Presentation | dhcf,/publication/quality-metrics-december-14th-presentation,3
Quality Metrics Feb 22 Meeting Summary | dhcf,/node/1157121,7
Quality Metrics Feb 22 Meeting Summary | dhcf,/publication/quality-metrics-feb-22-meeting-summary,1
Quality Metrics March 28 Meeting Summary | dhcf,/node/1157131,5
Quality Metrics March 28 Meeting Summary | dhcf,/publication/quality-metrics-march-28-meeting-summary,1
Quality Metrics November 16th Meeting Agenda | dhcf,/node/1127042,9
Quality Metrics November 16th Meeting Agenda | dhcf,/publication/quality-metrics-november-16th-meeting-agenda,1
Quality Metrics November 16th Meeting Summary | dhcf,/node/1127052,3
Quality Metrics November 16th Meeting Summary | dhcf,/publication/quality-metrics-november-16th-meeting-summary,1
Quality Metrics November 16th Presentation | dhcf,/node/1127057,7
Quality Metrics November 16th Presentation | dhcf,/publication/quality-metrics-november-16th-presentation,1
Rates and Reimbursements | dhcf,/am/node/1420861,42
Rates and Reimbursements | dhcf,/es/node/1420861,48
Rates and Reimbursements | dhcf,/fr/node/1420861,52
Rates and Reimbursements | dhcf,/node/1420861,35
Rates and Reimbursements | dhcf,/page/rates-and-reimbursements,1707
Rates and Reimbursements | dhcf,/page/rates-and-reimbursements/,90
Rates and Reimbursements | dhcf,/vi/node/1420861,2
Read DHCF’s First Access Monitoring Review Plan for the FFS Medicaid Program | dhcf,/page/read-dhcf’s-first-access-monitoring-review-plan-ffs-medicaid-program,4
Register to Access the Qualis Health Provider Portal | dhcf,/es/release/register-access-qualis-health-provider-portal,3
Register to Access the Qualis Health Provider Portal | dhcf,/release/register-access-qualis-health-provider-portal,7
Registration Open for DHCF Health Information Exchange Stakeholder Summit | dhcf,/release/registration-open-dhcf-health-information-exchange-stakeholder-summit,11
Reimbursement for Intermediate Care Facilities for Individuals with Intellectual Disabilities Final Rulemaking | dhcf,/node/625692,1
Reimbursement for Intermediate Care Facilities for Individuals with Intellectual Disabilities Final Rulemaking | dhcf,/publication/reimbursement-intermediate-care-facilities-individuals-intellectual-disabilities-final,3
Reimbursement of Nursing Facilities Final Rulemaking | dhcf,/node/475422,2
Reimbursement of Nursing Facilities Final Rulemaking | dhcf,/publication/reimbursement-nursing-facilities-final-rulemaking,3
Relations with Standard-Setting and Survey Agencies Attachment 4.11A | dhcf,/node/192612,2
Relations with State Health and Vocational Rehabilitation Agencies and Title V Grantees Attachment 4.16A1 | dhcf,/node/192652,1
Relations with State Health and Vocational Rehabilitation Agencies and Title V Grantees Attachment 4.16A1 | dhcf,/publication/relations-state-health-and-vocational-rehabilitation-agencies-and-title-v-grantees,1
Relations with State Health and Vocational Rehabilitation Agencies and Title V Grantees Attachment 4.16A2 | dhcf,/node/192662,8
Relations with State Health and Vocational Rehabilitation Agencies and Title V Grantees Attachment 4.16A3 | dhcf,/node/192672,7
Remote Patient Monitoring (RPM) Pilot for Home and Community Based Services (HCBS) Providers and Beneficiaries Grant | dhcf,/publication/remote-patient-monitoring-rpm-pilot-home-and-community-based-services-hcbs-providers-and,16
Repeal of the Affordable Care Act’s Medicaid Expansion Could Cost the District $1.1 Billion in Federal Funds | dhcf,/release/repeal-affordable-care-act’s-medicaid-expansion-could-cost-district-11-billion-federal-funds,9
Repeats | dhcf,/node/1311336/repeats,1
Repeats | dhcf,/node/1504721/repeats,5
Repeats | dhcf,/node/1515181/repeats,3
"Reporting Fraud, Waste and Abuse | dhcf",/es/page/reporting-fraud-waste-and-abuse-01,1
"Reporting Fraud, Waste and Abuse | dhcf",/page/reporting-fraud-waste-and-abuse-01,118
Reporting Medicaid Fraud and Abuse | dhcf,/fr/service/reporting-medicaid-fraud-and-abuse,3
Reporting Medicaid Fraud and Abuse | dhcf,/service/reporting-medicaid-fraud-and-abuse,127
Request for Determination of Coverage and Pricing | dhcf,/node/1654686,3
Request for Determination of Coverage and Pricing | dhcf,/service/request-determination-coverage-and-pricing,16
Request for Proposal for the Not-For-Profit Hospital Corporation | dhcf,/release/request-proposal-not-profit-hospital-corporation,12
Request for Public Comments on DC Navigator Program by May 4 | dhcf,/release/request-public-comments-dc-navigator-program-may-4,1
Residential Habilitation Services Notice of Final Rulemaking | dhcf,/node/1141867,8
Residential Habilitation Services Notice of Final Rulemaking | dhcf,/publication/residential-habilitation-services-notice-final-rulemaking,2
Respite Services Notice of Final Rulemaking | dhcf,/node/1147701,5
Retroactive Medicaid Application | dhcf,/node/912522,2
Revised Joint Public Hearing Notice for Hospital Agreements | dhcf,/release/revised-joint-public-hearing-notice-hospital-agreements,6
RFA: Hospital HIE Connection Program | dhcf,/publication/rfa-hospital-hie-connection-program,5
Right Rx Initiative | dhcf,/es/service/right-rx-initiative,2
Right Rx Initiative | dhcf,/service/right-rx-initiative,150
Robert B. Vowels | dhcf,/biography/robert-b-vowels,15
rui_footer | dhcf,/rui_footer,9
rui_header | dhcf,/rui_header,7
"Screening, Diagnostic and Preventive Services Final Rulemaking | dhcf",/node/820822,1
"Screening, Diagnostic and Preventive Services Final Rulemaking | dhcf",/publication/screening-diagnostic-and-preventive-services-final-rulemaking,8
Section 1 - Single State Agency Organization | dhcf,/node/169822,18
Section 1115 Demonstration | dhcf,/1115-waiver-initiative,317
Section 1115 Demonstration | dhcf,/es/1115-waiver-initiative,10
Section 1135 Waiver Requests to Assist Healthcare Providers in Responding to COVID-19 | dhcf,/node/1473406,7
Section 1135 Waiver Requests to Assist Healthcare Providers in Responding to COVID-19 | dhcf,/publication/section-1135-waiver-requests-assist-healthcare-providers-responding-covid-19,8
Section 2 - Coverage and Eligibility | dhcf,/node/191402,29
Section 2 - Coverage and Eligibility | dhcf,/publication/section-2-coverage-and-eligibility,1
Section 3 – Services: General Provisions | dhcf,/node/192132,28
Section 4 – General Program Administration (4.1 - 4.14) | dhcf,/node/192592,20
Section 4 – General Program Administration (4.1 - 4.14) | dhcf,/publication/section-4-–-general-program-administration-41-414,4
Section 4 – General Program Administration (4.15 - 4.19) | dhcf,/node/192632,2
Section 4 – General Program Administration (4.15 - 4.19) | dhcf,/publication/section-4-–-general-program-administration-415-419,7
Section 4 – General Program Administration (4.20 - 4.40) | dhcf,/node/192872,8
Section 5 – Personnel Administration | dhcf,/node/193522,4
Section 5 – Personnel Administration | dhcf,/publication/section-5-–-personnel-administration,6
Section 6 – Financial Administration | dhcf,/node/193612,24
Section 7 – General Provisions | dhcf,/node/193702,7
Section 7 – General Provisions | dhcf,/publication/section-7-–-general-provisions,4
Sept 2012 MCAC Agenda | dhcf,/node/325262,2
Sept 2012 MCAC Agenda | dhcf,/publication/sept-2012-mcac-agenda,5
September 15 - Advisory Committee Agenda | dhcf,/node/1121751,2
September 15 - Advisory Committee Agenda | dhcf,/publication/september-15-advisory-committee-agenda,1
September 15 - Advisory Committee Minutes | dhcf,/node/1121752,4
September 15 - Advisory Committee Minutes | dhcf,/publication/september-15-advisory-committee-minutes,1
September 2015 MCAC Minutes | dhcf,/node/1140422,1
September 2015 MCAC Minutes | dhcf,/publication/september-2015-mcac-minutes,4
"September 23, 2015 MCAC Agenda | dhcf",/node/1113806,1
"September 23, 2015 MCAC Agenda | dhcf",/publication/september-23-2015-mcac-agenda,5
September MCAC Access Subcommittee Agenda and Materials | dhcf,/event/september-mcac-access-subcommittee-agenda-and-materials,4
September MCAC Access Subcommittee Agenda and Materials | dhcf,/node/1494966,1
September Monthly Meeting | dhcf,/page/september-monthly-meeting,3
Service My Way Program (PDS) Notice of Second Emergency and Proposed Rulemaking | dhcf,/node/1205815,2
Service My Way Program (PDS) Notice of Second Emergency and Proposed Rulemaking | dhcf,/publication/service-my-way-program-pds-notice-second-emergency-and-proposed-rulemaking,5
Service My Way Program Notice of Final Rulemaking | dhcf,/node/1200072,1
Service My Way Program Notice of Final Rulemaking | dhcf,/publication/service-my-way-program-notice-final-rulemaking,2
Services | dhcf,/am/services,1
Services | dhcf,/es/services,2
Services | dhcf,/fr/services,1
Services | dhcf,/services,1846
Services | dhcf,/services/career,1
Services My Way RFI Responses | dhcf,/am/node/1528246,5
Services My Way RFI Responses | dhcf,/es/node/1528246,1
Services My Way RFI Responses | dhcf,/fr/node/1528246,7
Services My Way RFI Responses | dhcf,/page/services-my-way-rfi-responses,578
Shared Living Services Notice of Final Rulemaking | dhcf,/node/1108467,5
Shared Living Services Notice of Final Rulemaking | dhcf,/publication/shared-living-services-notice-final-rulemaking,1
"Shelly Ten Napel, MSW, MPP | dhcf",/biography/shelly-ten-napel-msw-mpp,5
"Sheryl Johnson, Esq. | dhcf",/biography/sheryl-johnson-esq,27
"Sheryl Johnson, Esq. | dhcf",/node/1197302,31
SIM in the District | dhcf,/node/1121762,1
SIM in the District | dhcf,/publication/sim-district,2
SIM Master Calendar | dhcf,/es/publication/sim-master-calendar,5
SIM Master Calendar | dhcf,/node/1122724,5
SIM Master Calendar | dhcf,/publication/sim-master-calendar,1
SIM States | dhcf,/am/page/sim-states,8
SIM States | dhcf,/page/sim-states,2
Sister Agencies | dhcf,/am/node/1262406,46
Sister Agencies | dhcf,/es/node/1262406,40
Sister Agencies | dhcf,/node/1262406,47
Sister Agencies | dhcf,/page/sister-agencies,39
Skilled Nursing Services Final Rulemaking | dhcf,/node/781732,1
Skilled Nursing Services Final Rulemaking | dhcf,/publication/skilled-nursing-services-final-rulemaking,5
Skilled Nursing Services Notice of Final Rulemaking | dhcf,/node/1176856,8
Skilled Nursing Services Notice of Final Rulemaking | dhcf,/publication/skilled-nursing-services-notice-final-rulemaking-0,0
Spanish - Stakeholder Communications Toolkit | dhcf,/page/spanish-stakeholder-communications-toolkit-0,9
Special Immigrant Visa Status Medicaid Application Information | dhcf,/node/1559416,23
Special Immigrant Visa Status Medicaid Application Information | dhcf,/service/special-immigrant-visa-status-medicaid-application-information,10
"Speech, Hearing and Language Services Notice of Final Rulemaking | dhcf",/node/364552,9
"Speech, Hearing and Language Services Notice of Final Rulemaking | dhcf",/publication/speech-hearing-and-language-services-notice-final-rulemaking,1
Spenddown for Medically Needy Coverage Notice of Proposed Rulemaking | dhcf,/node/1422386,5
Spenddown for Medically Needy Coverage Notice of Proposed Rulemaking | dhcf,/publication/spenddown-medically-needy-coverage-notice-proposed-rulemaking,1
St. Elizabeths East - Photo Gallery - Draft Renderings | dhcf,/node/1317131,9
St. Elizabeths East - Photo Gallery - Draft Renderings | dhcf,/page/st-elizabeths-east-photo-gallery-draft-renderings,1
Stakeholder Meetings - EVV | dhcf,/page/stakeholder-meetings-evv,27
Standard Application for Health Coverage & Help Paying Costs | dhcf,/node/912402,5
Standard Application for Health Coverage & Help Paying Costs | dhcf,/publication/standard-application-health-coverage-help-paying-costs,1
Standard Contract Provisions (for use with the Supply and Service Contract) | dhcf,/publication/standard-contract-provisions-use-supply-and-service-contract,1
Standards for Participation of Residential Treatment Centers for Children and Youth (PRTF) Final Rulemaking | dhcf,/node/175542,1
Standards for Participation of Residential Treatment Centers for Children and Youth (PRTF) Final Rulemaking | dhcf,/publication/standards-participation-residential-treatment-centers-children-and-youth-prtf-final,4
State Innovation Model Advisory Committee Meeting | dhcf,/release/state-innovation-model-advisory-committee-meeting,1
State Medicaid Health IT Plan (SMHP) and Roadmap | dhcf,/hitroadmap,49
State Plan Administration | dhcf,/node/838452,11
State Plan Administration | dhcf,/publication/state-plan-administration,6
Statement from Mayor Bowser on Potential Disruptions of Health Care Services for Medicaid and Alliance Enrollees | dhcf,/release/statement-mayor-bowser-potential-disruptions-health-care-services-medicaid-and-alliance,6
"Statement from Mayor Bowser on the Passage of H.R. 1628, American Health Care Act | dhcf",/release/statement-mayor-bowser-passage-hr-1628-american-health-care-act,1
Streamline App Cover Letter Final | dhcf,/publication/streamline-app-cover-letter-final,2
Streamline Enrollment Form Final | dhcf,/publication/streamline-enrollment-form-final,5
Supplement 1 to Attachment 2.2-A | dhcf,/node/1171251,15
Supplement 1 to Attachment 2.2-A | dhcf,/publication/supplement-1-attachment-22,4
Supplement 18 to Attachment 2.6A | dhcf,/node/821412,14
Supplement 18 to Attachment 2.6A | dhcf,/publication/supplement-18-attachment-26a,1
Supplemental Security Income (SSI) Program | dhcf,/node/892342,74
Supplemental Security Income (SSI) Program | dhcf,/service/supplemental-security-income-ssi-program,407
Supplemental Security Income and Optional State Supplemental Payment Notice of Proposed Rulemaking | dhcf,/node/1312596,1
Supplemental Security Income Based Methodology of Certain Non-MAGI Eligibility Group Notice of Final Rulemaking | dhcf,/node/1155501,4
Supplemental Security Income Based Methodology of Certain Non-MAGI Eligibility Group Notice of Final Rulemaking | dhcf,/publication/supplemental-security-income-based-methodology-certain-non-magi-eligibility-group-notice,1
Support to Ensure Access to Outpatient Care in Wards 7 and 8 | dhcf,/node/1549651,6
Support to Ensure Access to Outpatient Care in Wards 7 and 8 | dhcf,/publication/support-ensure-access-outpatient-care-wards-7-and-8,9
Supported Employment Services Final Rulemaking | dhcf,/node/364392,4
Supported Employment Services Final Rulemaking | dhcf,/publication/supported-employment-services-final-rulemaking,1
Supported Employment Services Notice of Final Rulemaking | dhcf,/node/1176861,4
Supported Employment Services Notice of Final Rulemaking | dhcf,/publication/supported-employment-services-notice-final-rulemaking,7
Supported Living Services Notice of Final Rulemaking | dhcf,/node/1068502,1
Supported Living Services Notice of Final Rulemaking | dhcf,/publication/supported-living-services-notice-final-rulemaking,1
Surveillance/Utilization Branch Overpayment Notice | dhcf,/am/page/surveillanceutilization-branch-overpayment-notice,2
Surveillance/Utilization Branch Overpayment Notice | dhcf,/es/page/surveillanceutilization-branch-overpayment-notice,5
Surveillance/Utilization Branch Overpayment Notice | dhcf,/page/surveillanceutilization-branch-overpayment-notice,16
"Sustainability Subcommittee Meetings - June 9, 2016 | dhcf",/publication/sustainability-subcommittee-meetings-june-9-2016,1
"Sustainability Subcommittee Meetings - October 20, 2016 | dhcf",/node/1195127,1
"Sustainability Subcommittee Meetings - October 20, 2016 | dhcf",/publication/sustainability-subcommittee-meetings-october-20-2016,1
"Sustainability Subcommittee Meetings - October 6, 2016 | dhcf",/node/1194032,4
"Sustainability Subcommittee Meetings - October 6, 2016 | dhcf",/publication/sustainability-subcommittee-meetings-october-6-2016,1
"Sustainability Subcommittee Meetings - September 9, 2016 | dhcf",/publication/sustainability-subcommittee-meetings-september-9-2016,4
Tax Equity and Fiscal Responsibility Act (TEFRA)/Katie Beckett | dhcf,/katiebeckett,281
Tax Equity and Fiscal Responsibility Act (TEFRA)/Katie Beckett | dhcf,/node/892362,30
Tax Equity and Fiscal Responsibility Act (TEFRA)/Katie Beckett | dhcf,/service/tax-equity-and-fiscal-responsibility-act-tefrakatie-beckett,45
Teen Pregnancy Snapshot | dhcf,/node/1137821,6
Teen Pregnancy Snapshot | dhcf,/publication/teen-pregnancy-snapshot,5
TEFRA/Katie Beckett Care Plan Form | dhcf,/publication/tefrakatie-beckett-care-plan-form,1
Telehealth at Faith-Based Organizations Pilot Program | dhcf,/node/1393701,6
Telehealth Innovation Program | dhcf,/fr/node/1333076,3
Telehealth Innovation Program | dhcf,/telehealthinnovation,25
Telemedicine | dhcf,/es/page/telemedicine,7
Telemedicine | dhcf,/node/1173690,25
Telemedicine | dhcf,/page/telemedicine,264
Telemedicine Innovations in Medication Assisted Therapy (TeleMAT) Grant | dhcf,/node/1502196,8
Testimony of Wayne Turnage - Committee on Health Oversight Roundtable | dhcf,/release/testimony-wayne-turnage-committee-health-oversight-roundtable,8
Text LiveLongDC to 888-811 to Find No Cost Naloxone Available at 35 Sites Across the District | dhcf,/release/text-livelongdc-888-111to-find-no-cost-naloxone-available-35-sites-across-district-01,4
The Executive Building | dhcf,/fr/node/1734646,3
Third Party Liability Attachment 4.22A | dhcf,/node/192882,12
Third Party Liability Attachment 4.22A | dhcf,/publication/third-party-liability-attachment-422a,1
Third Party Liability Attachment 4.22B | dhcf,/node/192892,10
Third Party Liability Attachment 4.22B | dhcf,/publication/third-party-liability-attachment-422b,8
Third Party Liability Attachment 4.22C | dhcf,/node/192902,6
Third Party Liability Attachment 4.22C | dhcf,/publication/third-party-liability-attachment-422c,13
Time Limitation on Payment of Medicaid Provider Claims Final Rulemaking | dhcf,/node/468552,3
Training Videos | dhcf,/page/training-videos,668
Transfer Request Forms and Defective PA Forms | dhcf,/publication/transfer-request-forms-and-defective-pa-forms,2
Transforming Maternal Health | dhcf,/am/node/1773956,2
Transforming Maternal Health | dhcf,/page/transforming-maternal-health,479
Transforming Maternal Health | dhcf,/vi/node/1773956,2
Transition to Managed Care | dhcf,/node/1491391,5
Transition to Managed Care | dhcf,/page/transition-managed-care001,99
Transitional Medical Services Notice of Final Rulemaking | dhcf,/node/1002932,5
"Transmital 22-34 - Doula Benefit, Provider Qualifications and Enrollment, Rates and Reimbursement Standards | dhcf",/node/1622911,72
"Transmital 22-34 - Doula Benefit, Provider Qualifications and Enrollment, Rates and Reimbursement Standards | dhcf",/publication/transmital-22-34-doula-benefit-provider-qualifications-and-enrollment-rates-and,55
Transmittal # 21-05 (rev.) REVISED: Hospital Services Billing Codes and Reimbursement Rates for COVID-19 Vaccine Administration | dhcf,/node/1526291,1
Transmittal # 21-05 (rev.) REVISED: Hospital Services Billing Codes and Reimbursement Rates for COVID-19 Vaccine Administration | dhcf,/publication/transmittal-21-05-rev-revised-hospital-services-billing-codes-and-reimbursement-rates,4
"Transmittal # 21-52 (rev) Home Health Agency (HHA) Living Wage Rate Changes Effective January 1, 2022 | dhcf",/publication/transmittal-21-52-rev-home-health-agency-hha-living-wage-rate-changes-effective-january,7
Transmittal # 22-01 Reimbursement of Out-of-Pocket Expenditures for Managed Care Medicaid Beneficiaries | dhcf,/publication/transmittal-22-01-reimbursement-out-pocket-expenditures-managed-care-medicaid,2
Transmittal # 22-02 Reimbursement of Out-of-Pocket Expenditures for Non-Managed Care Medicaid Beneficiaries | dhcf,/publication/transmittal-22-02-reimbursement-out-pocket-expenditures-non-managed-care-medicaid,5
Transmittal # 22-05 - Updates to Chore and Homemaker Fee Schedule | dhcf,/publication/transmittal-22-05-updates-chore-and-homemaker-fee-schedule,4
Transmittal # 22-05 (rev.) - Updates to Chore and Homemaker Fee Schedule | dhcf,/publication/transmittal-22-05-rev-updates-chore-and-homemaker-fee-schedule,5
Transmittal # 22-06 - Professional Services Billing Codes and Reimbursement Rates for COVID-19 Vaccines – Addition of New Vaccines and 2022 Rates | dhcf,/publication/transmittal-22-06-professional-services-billing-codes-and-reimbursement-rates-covid-19,9
"Transmittal # 22-07 - Professional Services Billing Code and Reimbursement Rate for Newly Approved Antiviral Therapy Billing Code for COVID-19, Remdesivir | dhcf",/publication/transmittal-22-07-professional-services-billing-code-and-reimbursement-rate-newly,5
Transmittal # 22-08 - COVID-19 Test Kits Reimbursement Process | dhcf,/publication/transmittal-22-08-covid-19-test-kits-reimbursement-process,14
Transmittal # 22-09 - Personal Care Aides Maximum Hours of Service | dhcf,/publication/transmittal-22-09-personal-care-aides-maximum-hours-service,15
Transmittal # 22-10 - Updates to the Laboratory Billing Codes and Reimbursement Rates for COVID-19 Testing | dhcf,/publication/transmittal-22-10-updates-laboratory-billing-codes-and-reimbursement-rates-covid-19,4
Transmittal # 22-20 - PCA Living Wage Changes Effective 07-01-2022 - COVID-19 Enhanced Rate | dhcf,/publication/transmittal-22-20-pca-living-wage-changes-effective-07-01-2022-covid-19-enhanced-rate,9
Transmittal # 22-21 - HHA PT OT and ST Rates 07-01-2022 | dhcf,/publication/transmittal-22-21-hha-pt-ot-and-st-rates-07-01-2022,5
Transmittal # 22-23 - ICFIID 07-01-2022 Rate Change | dhcf,/publication/transmittal-22-23-icfiid-07-01-2022-rate-change,8
Transmittal # 23-35 Public Notice of Submission of State Plan Amendment – Autism Spectrum Disorder | dhcf,/node/1676901,1
Transmittal # 23-35 Public Notice of Submission of State Plan Amendment – Autism Spectrum Disorder | dhcf,/publication/transmittal-23-35-public-notice-submission-state-plan-amendment-–-autism-spectrum,5
Transmittal #19-07 – Institutional Claims: Attending Provider Enrollment and NPI Requirements | dhcf,/node/1395081,1
Transmittal #19-07 – Institutional Claims: Attending Provider Enrollment and NPI Requirements | dhcf,/publication/transmittal-19-07-–-institutional-claims-attending-provider-enrollment-and-npi,12
"Transmittal #19-12 – Final Reminder: Program Year 2018 of the DC Medicaid EHR Incentive Program will close on April 15, 2019 | dhcf",/node/1397986,1
"Transmittal #19-12 – Final Reminder: Program Year 2018 of the DC Medicaid EHR Incentive Program will close on April 15, 2019 | dhcf",/publication/transmittal-19-12-–-final-reminder-program-year-2018-dc-medicaid-ehr-incentive-program,4
Transmittal #19-13 – Pediatric Mental Health and Maternal Depression Screening Coverage and Tools | dhcf,/node/1403921,2
Transmittal #19-13 – Pediatric Mental Health and Maternal Depression Screening Coverage and Tools | dhcf,/publication/transmittal-19-13-–-pediatric-mental-health-and-maternal-depression-screening-coverage,2
Transmittal #19-25 (Rev.)_Enrollment of New Behavioral Health Provider Types | dhcf,/node/1453011,1
Transmittal #19-31 (rev.) - Services Provided in Institutions for Mental Disease for Medicaid Beneficiaries Aged 21-64 | dhcf,/publication/transmittal-19-31-rev-services-provided-institutions-mental-disease-medicaid,1
Transmittal #20-03 - Reimbursement of Out-of-Pocket Expenditures for Managed Care Medicaid Beneficiaries | dhcf,/node/1457766,1
Transmittal #20-03 - Reimbursement of Out-of-Pocket Expenditures for Managed Care Medicaid Beneficiaries | dhcf,/publication/transmittal-20-03-reimbursement-out-pocket-expenditures-managed-care-medicaid,8
Transmittal #20-06- Notice of Pricing Updates to the Medicaid Fee Schedule | dhcf,/node/1465876,0
Transmittal #20-06- Notice of Pricing Updates to the Medicaid Fee Schedule | dhcf,/publication/transmittal-20-06-notice-pricing-updates-medicaid-fee-schedule,7
Transmittal #20-36 - REVISED Temporary Enhanced Reimbursement Rates for Adult Substance Abuse Rehabilitation Services (ASARS) Due to COVID-19 | dhcf,/node/1515756,1
Transmittal #20-36 - REVISED Temporary Enhanced Reimbursement Rates for Adult Substance Abuse Rehabilitation Services (ASARS) Due to COVID-19 | dhcf,/publication/transmittal-20-36-revised-temporary-enhanced-reimbursement-rates-adult-substance-abuse,4
Transmittal #21-07 (rev.) - Provider to Beneficiary Education and Counseling for the COVID-19 Vaccine | dhcf,/node/1533181,1
Transmittal #21-07 (rev.) - Provider to Beneficiary Education and Counseling for the COVID-19 Vaccine | dhcf,/publication/transmittal-21-07-rev-provider-beneficiary-education-and-counseling-covid-19-vaccine,8
Transmittal #21-22 FFS Authorization Guidance for SUD Residential Treatment Services | dhcf,/node/1543341,6
Transmittal #21-22 FFS Authorization Guidance for SUD Residential Treatment Services | dhcf,/publication/transmittal-21-22-ffs-authorization-guidance-sud-residential-treatment-services,9
Transmittal #21-23 Managed Care Program Authorization Guidance for SUD Residential Treatment Services | dhcf,/node/1543346,2
Transmittal #21-23 Managed Care Program Authorization Guidance for SUD Residential Treatment Services | dhcf,/publication/transmittal-21-23-managed-care-program-authorization-guidance-sud-residential-treatment,3
Transmittal #22-03 National Children's Dental Health Month and Dental Procedures and Billing Requirements | dhcf,/node/1579376,1
Transmittal #22-03 National Children's Dental Health Month and Dental Procedures and Billing Requirements | dhcf,/publication/transmittal-22-03-national-childrens-dental-health-month-and-dental-procedures-and,3
Transmittal #22-04 Continuity of Care for Beneficiaries in District Dual Choice (D-SNP) and Provider Reimbursement | dhcf,/publication/transmittal-22-04-continuity-care-beneficiaries-district-dual-choice-d-snp-and-provider,4
Transmittal #22-11 - Public Notice FY22 ABP Clinical Postpartum | dhcf,/publication/transmittal-22-11-public-notice-fy22-abp-clinical-postpartum,7
Transmittal #22-19 - Noninvasive Prenatal Testing (NIPT) | dhcf,/publication/transmittal-22-19-noninvasive-prenatal-testing-nipt,11
Transmittal #23-59 Maximum Unit Decrease for Procedure Code A6250 | dhcf,/publication/transmittal-23-59-maximum-unit-decrease-procedure-code-a6250,5
"Transmittal #24-17 - Nursing Facility Rate Increase Effective May 1, 2024 | dhcf",/node/1721056,24
"Transmittal #24-17 - Nursing Facility Rate Increase Effective May 1, 2024 | dhcf",/publication/transmittal-24-17-nursing-facility-rate-increase-effective-may-1-2024,3
Transmittal #24-18 Public Notice of FQHC Rebasing SPA | dhcf,/node/1723761,2
Transmittal #24-18 Public Notice of FQHC Rebasing SPA | dhcf,/publication/transmittal-24-18-public-notice-fqhc-rebasing-spa,4
Transmittal 16-22: Physician-Administered Drug Fee Schedule Update – Chemotherapy-Related Drugs | dhcf,/publication/transmittal-16-22-physician-administered-drug-fee-schedule-update-–-chemotherapy-related,7
Transmittal 16-23: PCA Time and Activity Sheet | dhcf,/publication/transmittal-16-23-pca-time-and-activity-sheet,9
Transmittal 16-27-DHCF and DOEE Joint Letter Regarding Lead Poisoning Prevention Week | dhcf,/node/1198215,1
Transmittal 16-27-DHCF and DOEE Joint Letter Regarding Lead Poisoning Prevention Week | dhcf,/publication/transmittal-16-27-dhcf-and-doee-joint-letter-regarding-lead-poisoning-prevention-week,1
Transmittal 16-28: The Washington Home Closure | dhcf,/node/1198367,8
Transmittal 16-28: The Washington Home Closure | dhcf,/publication/transmittal-16-28-washington-home-closure,3
Transmittal 16-29 - School-Based Health Center Participation in the DC Medicaid Program | dhcf,/node/1201642,1
Transmittal 16-29 - School-Based Health Center Participation in the DC Medicaid Program | dhcf,/publication/transmittal-16-29-school-based-health-center-participation-dc-medicaid-program,5
Transmittal 16-30 - Implementation of the New Long Term Care Application for Individuals Applying and Renewing Medicaid Coverage | dhcf,/node/1204412,1
